path,size,mtime,tracked,ignored
.cursor/plans/restructure/README.md,3044,2026-09-04T08:40:05Z,yes,no
.cursor/plans/restructure/RESTRUCTURE_EPIC.md,12619,2026-09-04T08:40:05Z,yes,no
.cursor/plans/restructure/RESTRUCTURE_PLAN_v0.1.md,14278,2026-09-04T08:40:05Z,yes,no
.cursor/plans/restructure/SP00_freeze_and_provenance.md,4514,2026-09-04T08:40:05Z,yes,no
.cursor/plans/restructure/SP01_path_resolver.md,4919,2026-09-04T08:40:05Z,yes,no
.cursor/plans/restructure/SP02_compat_junction_layer.md,4814,2026-09-04T08:40:05Z,yes,no
.cursor/plans/restructure/SP03_catalog_skeleton_and_hygiene.md,5578,2026-09-04T08:40:05Z,yes,no
.cursor/plans/restructure/SP04_low_risk_moves.md,5287,2026-09-04T08:40:05Z,yes,no
.cursor/plans/restructure/SP05_clean_family_moves.md,6408,2026-09-04T08:40:05Z,yes,no
.cursor/plans/restructure/SP06_container_splits.md,18780,2026-09-04T08:40:05Z,yes,no
.cursor/plans/restructure/SP07_knotplot_refactor.md,7943,2026-09-04T08:40:06Z,yes,no
.cursor/plans/restructure/SP08_catalog_metadata_and_registry.md,7688,2026-09-04T08:40:06Z,yes,no
.cursor/plans/restructure/SP09_version_rename_stage2.md,6534,2026-09-04T08:40:06Z,yes,no
.cursor/plans/restructure/SP10_reproducibility_gate.md,6406,2026-09-04T08:40:06Z,yes,no
.cursor/plans/restructure/SP11_decommission.md,6697,2026-09-04T08:40:06Z,yes,no
.cursor/plans/rop-preserving_upsample_eccc838c.plan.md,9610,2026-08-21T08:12:24Z,yes,no
.cursor/plans/rr_compile_repo_followup.plan.md,1549,2026-08-21T08:12:24Z,yes,no
.cursor/plans/run_end_stats_summary_9093a463.plan.md,4226,2026-08-21T08:12:24Z,yes,no
.cursor/plans/run_ideal_knot_cli_531f6a13.plan.md,8473,2026-08-21T08:12:24Z,yes,no
.cursor/plans/sst_workbench_inventory_3cb3374f.plan.md,13383,2026-08-21T08:12:24Z,yes,no
.cursor/plans/sycl_worker_lessons_backport_da169460.plan.md,4480,2026-08-21T08:12:24Z,yes,no
.cursor/plans/template_outputs_run_all_4c27cee1.plan.md,4895,2026-08-21T08:12:24Z,yes,no
.cursor/plans/v013_kelvin_pack_9f83903f.plan.md,4515,2026-08-21T08:12:24Z,yes,no
.cursor/plans/voronoi_strands_particles_mode.plan.md,1091,2026-09-03T10:13:21Z,yes,no
.gitattributes,399,2026-07-07T10:36:01Z,yes,no
.gitignore,6223,2026-09-03T10:13:21Z,yes,no
.idea/.gitignore,228,2026-07-07T10:37:01Z,no,yes
.idea/2-maxwell-sst-dynamical-field-closure-falsifier.iml,354,2026-09-04T08:34:50Z,no,yes
.idea/SST-Workbench.iml,344,2026-09-04T11:20:30Z,no,yes
.idea/einstein-sst-emergent-metric-poisson-gates.iml,518,2026-09-04T08:34:49Z,no,yes
.idea/einstein-sst-emergent-metric-poisson-gates@1.iml,518,2026-09-04T08:34:49Z,no,yes
.idea/go.imports.xml,258,2026-08-21T07:51:53Z,no,yes
.idea/gradle.xml,278,2026-07-07T10:37:00Z,no,yes
.idea/helmholtz-sst-vortex-gates-falsifier.iml,345,2026-09-04T08:34:49Z,no,yes
.idea/helmholtz-sst-vortex-gates-falsifier@1.iml,345,2026-09-04T08:34:49Z,no,yes
.idea/maxwell-sst-kinetic-falsifier.iml,478,2026-09-04T08:34:50Z,no,yes
.idea/maxwell-sst-kinetic-falsifier@1.iml,478,2026-09-04T08:34:50Z,no,yes
.idea/maxwell-sst-kinetic-falsifier@2.iml,478,2026-09-04T08:34:50Z,no,yes
.idea/maxwell-sst-kinetic-falsifier@3.iml,478,2026-09-04T08:34:50Z,no,yes
.idea/misc.xml,253,2026-07-14T16:00:20Z,no,yes
.idea/modules.xml,17929,2026-09-04T11:20:30Z,no,yes
.idea/sst-bsrp-falsifier.iml,614,2026-09-04T08:34:49Z,no,yes
.idea/sst-contact-billiard-hydrodynamic-falsifier.iml,382,2026-09-04T08:34:49Z,no,yes
.idea/sst-contact-billiard-hydrodynamic-falsifier@1.iml,382,2026-09-04T08:34:49Z,no,yes
.idea/sst-counterpulley-alpha-falsifier.iml,362,2026-09-04T08:34:49Z,no,yes
.idea/sst-counterpulley-alpha-falsifier@1.iml,362,2026-09-04T08:34:49Z,no,yes
.idea/sst-dimensionless-ratios.iml,542,2026-09-04T08:34:49Z,no,yes
.idea/sst-dimensionless-ratios@1.iml,596,2026-09-04T08:34:49Z,no,yes
.idea/sst-dimensionless-ratios@2.iml,582,2026-09-04T08:34:49Z,no,yes
.idea/sst-dimensionless-ratios@3.iml,600,2026-09-04T08:34:49Z,no,yes
.idea/sst-fermat-pybind-research.iml,346,2026-09-04T08:34:49Z,no,yes
.idea/sst-fermat-pybind-research@1.iml,348,2026-09-04T08:34:49Z,no,yes
.idea/sst-fermat-pybind-research@10.iml,348,2026-09-04T08:34:49Z,no,yes
.idea/sst-fermat-pybind-research@11.iml,348,2026-09-04T08:34:49Z,no,yes
.idea/sst-fermat-pybind-research@2.iml,348,2026-09-04T08:34:49Z,no,yes
.idea/sst-fermat-pybind-research@3.iml,348,2026-09-04T08:34:49Z,no,yes
.idea/sst-fermat-pybind-research@4.iml,348,2026-09-04T08:34:49Z,no,yes
.idea/sst-fermat-pybind-research@5.iml,348,2026-09-04T08:34:49Z,no,yes
.idea/sst-fermat-pybind-research@6.iml,348,2026-09-04T08:34:49Z,no,yes
.idea/sst-fermat-pybind-research@7.iml,353,2026-09-04T08:34:49Z,no,yes
.idea/sst-fermat-pybind-research@8.iml,348,2026-09-04T08:34:49Z,no,yes
.idea/sst-fermat-pybind-research@9.iml,348,2026-09-04T08:34:49Z,no,yes
.idea/sst-finite-core-phase-falsifier.iml,594,2026-09-04T08:34:49Z,no,yes
.idea/sst-finite-core-phase-falsifier@1.iml,594,2026-09-04T08:34:49Z,no,yes
.idea/sst-finite-core-phase-falsifier@2.iml,594,2026-09-04T08:34:49Z,no,yes
.idea/sst-fourier-ideal-falsifier.iml,538,2026-09-04T08:34:49Z,no,yes
.idea/sst-fourier-ideal-falsifier@1.iml,538,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite.iml,504,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@1.iml,504,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@10.iml,504,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@11.iml,508,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@12.iml,504,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@13.iml,520,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@2.iml,604,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@3.iml,504,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@4.iml,504,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@5.iml,504,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@6.iml,504,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@7.iml,504,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@8.iml,504,2026-09-04T08:34:49Z,no,yes
.idea/sst-ideal-links-suite@9.iml,508,2026-09-04T08:34:49Z,no,yes
.idea/sst-intrinsic-modal-swirl-clock.iml,550,2026-09-04T08:34:49Z,no,yes
.idea/sst-intrinsic-modal-swirl-clock@1.iml,550,2026-09-04T08:34:49Z,no,yes
.idea/sst-intrinsic-modal-swirl-clock@2.iml,550,2026-09-04T08:34:49Z,no,yes
.idea/sst-intrinsic-modal-swirl-clock@3.iml,550,2026-09-04T08:34:49Z,no,yes
.idea/sst-intrinsic-modal-swirl-clock@4.iml,554,2026-09-04T08:34:49Z,no,yes
.idea/sst-intrinsic-modal-swirl-clock@5.iml,554,2026-09-04T08:34:49Z,no,yes
.idea/sst-intrinsic-modal-swirl-clock@6.iml,550,2026-09-04T08:34:49Z,no,yes
.idea/sst-katlas-link-geometry-conditioning.iml,466,2026-09-04T08:34:50Z,no,yes
.idea/sst-kelvin-floquet-workbench.iml,353,2026-09-04T08:34:50Z,no,yes
.idea/sst-kelvin-floquet-workbench@1.iml,353,2026-09-04T08:34:50Z,no,yes
.idea/sst-knotplot-qhp-sweep-generator.iml,512,2026-09-04T08:34:50Z,no,yes
.idea/sst-local-thread-falsifier.iml,403,2026-09-04T08:34:50Z,no,yes
.idea/sst-local-thread-falsifier@1.iml,403,2026-09-04T08:34:50Z,no,yes
.idea/sst-local-thread-falsifier@2.iml,403,2026-09-04T08:34:50Z,no,yes
.idea/sst-local-thread-falsifier@3.iml,403,2026-09-04T08:34:50Z,no,yes
.idea/sst-local-thread-texture-falsifier.iml,403,2026-09-04T08:34:50Z,no,yes
.idea/sst-maxwell-blind-falsifier.iml,474,2026-09-04T08:34:50Z,no,yes
.idea/sst-maxwell-dynamical-field-closure-falsifier.iml,354,2026-09-04T08:34:50Z,no,yes
.idea/sst-maxwell-falsifier-4.iml,330,2026-09-04T08:34:50Z,no,yes
.idea/sst-maxwell-falsifier.iml,330,2026-09-04T08:34:50Z,no,yes
.idea/sst-maxwell3-physical-lines-falsifier.iml,492,2026-09-04T08:34:50Z,no,yes
.idea/sst-phase-delay-knot-falsifier.iml,742,2026-09-04T08:34:50Z,no,yes
.idea/sst-phase-delay-knot-falsifier@1.iml,582,2026-09-04T08:34:50Z,no,yes
.idea/sst-phase-delay-knot-falsifier@2.iml,582,2026-09-04T08:34:50Z,no,yes
.idea/sst-phase-delay-knot-falsifier@3.iml,582,2026-09-04T08:34:50Z,no,yes
.idea/sst-preferred-frame-binary-falsifier.iml,368,2026-09-04T08:34:50Z,no,yes
.idea/sst-preferred-frame-binary-falsifier@1.iml,368,2026-09-04T08:34:50Z,no,yes
.idea/sst-qhp-stability-landscape.iml,534,2026-09-04T08:34:50Z,no,yes
.idea/sst-qhp-stability-landscape@1.iml,534,2026-09-04T08:34:50Z,no,yes
.idea/sst-quantum-galileo-action-gauge-closure-falsifier.iml,386,2026-09-04T08:42:50Z,no,yes
.idea/sst-quantum-galileo-action-gauge-closure-falsifier@1.iml,698,2026-09-04T10:10:06Z,no,yes
.idea/sst-quantum-galileo-action-gauge-closure-falsifier@2.iml,582,2026-09-04T11:17:19Z,no,yes
.idea/sst-scii-intrinsic-modal-phase-swirl-clock.iml,572,2026-09-04T08:34:49Z,no,yes
.idea/sst-scii-intrinsic-modal-phase-swirl-clock@1.iml,572,2026-09-04T08:34:50Z,no,yes
.idea/sst-sciib-frozen-modal-pair-subspace-phase-clock.iml,584,2026-09-04T08:34:49Z,no,yes
.idea/sst-sciib-frozen-modal-pair-subspace-phase-clock@1.iml,584,2026-09-04T08:34:49Z,no,yes
.idea/sst-sciii-koopman-dmd-complex-phase-clock.iml,570,2026-09-04T08:34:49Z,no,yes
.idea/sst-ssdl-audit.iml,327,2026-09-04T08:34:50Z,no,yes
.idea/sst-threaded-hole-falsifier.iml,580,2026-09-04T08:34:50Z,no,yes
.idea/sst-threaded-hole-falsifier@1.iml,580,2026-09-04T08:34:50Z,no,yes
.idea/sst-threaded-hole-falsifier@2.iml,580,2026-09-04T08:34:50Z,no,yes
.idea/sst-threaded-hole-falsifier@3.iml,580,2026-09-04T08:34:50Z,no,yes
.idea/sst-threaded-hole-falsifier@4.iml,580,2026-09-04T08:34:50Z,no,yes
.idea/sst-trefoil-dynamic-seed-falsifier.iml,606,2026-09-04T08:34:50Z,no,yes
.idea/sst-trefoil-dynamic-seed-falsifier@1.iml,606,2026-09-04T08:34:50Z,no,yes
.idea/sst-trefoil-dynamic-seed-falsifier@2.iml,606,2026-09-04T08:34:50Z,no,yes
.idea/sst-trefoil-dynamic-seed-falsifier@3.iml,606,2026-09-04T08:34:50Z,no,yes
.idea/sst-trefoil-dynamic-seed-falsifier@4.iml,606,2026-09-04T08:34:50Z,no,yes
.idea/sst-trefoil-dynamic-seed-falsifier@5.iml,585,2026-09-04T08:42:50Z,no,yes
.idea/sst-trefoil-dynamic-seed-falsifier@6.iml,585,2026-09-04T08:42:50Z,no,yes
.idea/sst-v-arrow-falsifier.iml,516,2026-09-04T08:34:50Z,no,yes
.idea/sst-v-arrow-falsifier@1.iml,516,2026-09-04T08:34:50Z,no,yes
.idea/sst-v-arrow-falsifier@2.iml,366,2026-09-04T08:34:50Z,no,yes
.idea/sst-wien-planck-field-matter-falsifier.iml,378,2026-09-04T08:34:50Z,no,yes
.idea/sst-wien-planck-field-matter-falsifier@1.iml,540,2026-09-04T08:34:50Z,no,yes
.idea/sst-wien-planck-field-matter-falsifier@2.iml,540,2026-09-04T08:34:50Z,no,yes
.idea/sst-wien-planck-field-matter-falsifier@3.iml,378,2026-09-04T08:42:51Z,no,yes
.idea/sst-wien-planck-field-matter-falsifier@4.iml,378,2026-09-04T08:42:51Z,no,yes
.idea/sst-wien-planck-field-matter-falsifier@5.iml,540,2026-09-04T10:00:39Z,no,yes
.idea/sst-wien-planck-field-matter-falsifier@6.iml,540,2026-09-04T11:20:30Z,no,yes
.idea/sst21d-knot-order.iml,348,2026-09-04T08:34:49Z,no,yes
.idea/sst21d-knot-order@1.iml,348,2026-09-04T08:34:49Z,no,yes
.idea/vcs.xml,172,2026-07-07T10:37:00Z,no,yes
.idea/workspace.xml,14997,2026-09-04T11:22:59Z,no,yes
.pytest_cache/.gitignore,39,2026-09-04T10:41:00Z,no,yes
.pytest_cache/CACHEDIR.TAG,191,2026-09-04T10:41:00Z,no,yes
.pytest_cache/README.md,310,2026-09-04T10:41:00Z,no,yes
.pytest_cache/v/cache/lastfailed,2,2026-09-04T11:27:15Z,no,yes
.pytest_cache/v/cache/nodeids,6144,2026-09-04T11:27:15Z,no,yes
.vscode/settings.json,70,2026-08-21T08:12:24Z,yes,no
10_docs/migration/_pytest_embedded_post.txt,101,2026-09-04T11:19:10Z,no,no
10_docs/migration/_pytest_scripts_post.txt,113,2026-09-04T11:19:08Z,no,no
10_docs/migration/_unittest_gilbert_post.txt,107,2026-09-04T11:19:09Z,no,no
10_docs/migration/baseline_tests.md,1421,2026-09-04T11:20:35Z,no,no
10_docs/migration/path_map.csv,19799,2026-09-04T11:26:57Z,no,no
10_docs/migration/pre-restructure-tree.json,278614,2026-09-04T11:26:59Z,no,no
3D/CFFFP_trefoil_helix_tube.3mf,10050433,2026-07-09T07:31:25Z,yes,no
3D/Python/Rodin_Coil_6_phases.py,50777,2026-07-09T07:31:25Z,yes,no
3D/Python/blender_grooved_torus_6lanes_full_v1.py,9894,2026-07-09T07:31:25Z,yes,no
3D/Python/blender_grooved_torus_6lanes_full_v2_contextsafe.py,9598,2026-07-09T07:31:25Z,yes,no
3D/Python/blender_grooved_torus_6lanes_full_v3_exportfix.py,9981,2026-07-09T07:31:25Z,yes,no
3D/Python/blender_grooved_torus_6lanes_full_v4_evalboolean_majoroffset.py,11965,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_grooved_torus_6lanes_full_v5_fix_cyclic_majoroffset_singleboolean.py,9370,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_mold/pythonai - Copy.py,50777,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_mold/pythonai - Copy_4pieces.py,56130,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_mold/pythonai- almost.py,28094,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_mold/rodin_coil.py,3895,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_mold/rodinv2.py,50675,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_rodin_mold_6lane_generator.py,11279,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_rodin_mold_6lane_generator_blender5_fix.py,13054,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_rodin_mold_6lane_generator_blender5_fix_v2.py,13777,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_rodin_mold_6lane_generator_blender5_fix_v3_depth.py,14544,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_rodin_mold_6lane_generator_blender5_fix_v4_hole.py,15203,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_rodin_mold_6lane_generator_blender5_fix_v5_mirrored_handedness (1).py,16349,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_rodin_mold_6lane_generator_blender5_fix_v5_mirrored_handedness.py,16349,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_rodin_winding_core_6lane_hollow_v6.py,19029,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_rodin_winding_core_multisize_clamshell_v7.py,11704,2026-07-09T07:31:26Z,yes,no
3D/Python/blender_single_lane_grooved_torus_clamshell_v1.py,10879,2026-07-09T07:31:26Z,yes,no
3D/Python/generate_rodin_guide_stl.py,5548,2026-07-09T07:31:26Z,yes,no
3D/Python/hopf.png,217903,2026-07-09T07:31:26Z,yes,no
3D/Python/pythonai - Copy.py,10478,2026-07-09T07:31:26Z,yes,no
3D/Python/pythonai.py,10478,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_6coil_channel_guide_preview_v2.png,499908,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_6coil_channel_guide_v2.py,8428,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_6coil_channel_guide_v2_w12.py,8442,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_6coil_guide_generator.py,8830,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_6coil_guide_preview.png,504193,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_6lane_channel_guide_knot512.py,7836,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_6lane_channel_guide_knot512_preview_89p9mm.png,504741,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_lanes_points_knot512.scad,59758,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_lanes_points_knot512_6lanes_minor60_sink.scad,59958,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_lanes_points_knot512_minor120_sink.scad,59865,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_mold_clamshell_knot512.scad,4303,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_mold_clamshell_knot512_6lanes_minor60_sink.scad,3786,2026-07-09T07:31:26Z,yes,no
3D/Python/rodin_mold_clamshell_knot512_minor120_sink.scad,3542,2026-07-09T07:31:26Z,yes,no
3D/Python/torus_grooved_6lane.stl,84,2026-07-14T07:39:59Z,yes,no
3D/Python/torus_grooved_full.stl,84,2026-07-14T07:39:59Z,yes,no
3D/Python/torusknot.py,9369,2026-07-09T07:31:26Z,yes,no
3D/Saw-Shaped_Coil/Blender_SawShaped.py,4194,2026-07-09T07:31:26Z,yes,no
3D/Saw-Shaped_Coil/Blender_SawShaped_cutout.py,9757,2026-07-09T07:31:26Z,yes,no
3D/Saw-Shaped_Coil/OG_cut.py,3766,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/30cm_axle.stl,8229184,2026-07-14T07:39:59Z,yes,no
3D/Triple_Gear/Archive/LICENSE.txt,136,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/README (2).txt,676,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/README.txt,1574,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/import_triple_gear_into_blender.py,1582,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/triple_gear_from_uploaded_source_README.txt,1054,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/triple_gear_from_uploaded_source_centered.glb,4603716,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/triple_gear_from_uploaded_source_metadata.json,2130,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/triple_gear_hopf_link_README.txt,327,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/triple_gear_hopf_link_blender.py,5329,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/triple_gear_parametric_fitted_lanes_v1.py,3620,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/triple_gear_parametric_fitted_lanes_v1_README.txt,649,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/triple_gear_parametric_fitted_lanes_v1_metrics.json,409,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/triple_gear_parametric_fitted_lanes_v1_preview.png,2342610,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/triple_gear_part_1.glb,1535144,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/triple_gear_part_2.glb,1535144,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Archive/triple_gear_part_3.glb,1535148,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/Tripplegear HopfLink.pdf,4477469,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/baseplate_and_axle_5mm_for_triple_gear.stl,1880484,2026-07-14T07:39:59Z,yes,no
3D/Triple_Gear/trefoil_core_helix_blender_script.py,21034,2026-07-09T07:31:26Z,yes,no
3D/Triple_Gear/trefoil_core_plus_blade_connector_v4.1_10_turns.stl,16866084,2026-07-14T07:39:59Z,yes,no
3D/Triple_Gear/trefoil_core_plus_blade_connector_v4.2.stl,16200084,2026-07-14T07:39:59Z,yes,no
3D/Triple_Gear/triple_gear_from_uploaded_source_centered.stl,12785784,2026-07-14T07:39:59Z,yes,no
3D/Triple_Gear/triple_gear_part_1.stl,4261984,2026-07-14T07:39:59Z,yes,no
3D/Triple_Gear/triple_gear_part_2.stl,4261984,2026-07-14T07:39:59Z,yes,no
3D/Triple_Gear/triple_gear_part_3.stl,4261984,2026-07-14T07:39:59Z,yes,no
3D/Triple_Gear/triple_gear_talk.pdf,10581112,2026-07-09T07:31:28Z,yes,no
3D/halbach_insert/HalBach_Blender.py,10862,2026-07-09T07:31:28Z,yes,no
3D/halbach_insert/HalBach_Cubes_Only.py,16090,2026-07-09T07:31:28Z,yes,no
3D/rodin_coil/Blender_rodin_coil OG.py,74355,2026-07-09T07:31:28Z,yes,no
3D/rodin_coil/Blender_rodin_coil.py,68284,2026-07-09T07:31:28Z,yes,no
3D/rodin_coil/circuit.png,503738,2026-07-09T07:31:28Z,yes,no
3D/starship/starship mold.py,6435,2026-07-09T07:31:28Z,yes,no
BASELINE_COUNTS.json,191,2026-07-07T10:36:01Z,yes,no
CONFLICT_RESOLUTION.md,1570293,2026-07-07T10:36:01Z,yes,no
DOCS_EXTRACT_MANIFEST.md,1185,2026-07-07T10:36:01Z,yes,no
Fremlin_FourierSeries/MANIFEST.json,207429,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/PROVENANCE.md,2291,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/SOURCE.md,1492,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/download_fremlin_knots.py,8450,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/12a_1202/knot.12a_1202.fseries,1720,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/12a_1202/knot.12a_1202.jpeg,103694,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/12a_1202/knot.12a_1202.scad,42831,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/12a_1202/knot.12a_1202.short,11988,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/12a_1202/knot.12a_1202z6.fseries,1673,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/12a_1202/knot.12a_1202z6.jpeg,97841,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/12a_1202/knot.12a_1202z6.scad,48250,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/12a_1202/knot.12a_1202z6.short,13498,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/15331/knot.15331.fseries,1863,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/15331/knot.15331.jpeg,87704,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/15331/knot.15331.scad,46336,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/15331/knot.15331.short,13063,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/15331/knot.15331a.jpeg,94825,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/3_1/knot.3_1.fseries,397,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/3_1/knot.3_1.jpeg,76459,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/3_1/knot.3_1.scad,12257,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/3_1/knot.3_1.short,3443,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/3_1/knot.3_1p.fseries,952,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/3_1/knot.3_1p.jpeg,76397,2026-09-03T10:13:21Z,yes,no
Fremlin_FourierSeries/fremlin/3_1/knot.3_1p.scad,13173,2026-09-03T10:13:21Z,yes,no
