candidate,family,category,value,shape_classification,parameterization_role,shape_family_max_normalized_rms,raw_family_max_normalized_rms,priority_tier,selection_reason,is_baseline_geometry,raw_sha256,source_file,raw_handoff_file,arclength300_handoff_file,length,rg,exact_duplicate_of
hooke__0p5,hooke,core_force,0.5,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.13562707352731887,0.13583524854281373,1,core-force strong shape effect,False,45aafc35ec4e6fed55f65822faa8cff8f77e870ff36ccc58bea6c6b92ab68e39,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\hooke__0p5_i01000.txt,stability_handoff\raw_xyz\hooke__0p5.txt,stability_handoff\arclength300_xyz\hooke__0p5.txt,353.46335311884,25.16825498137209,
hooke__1,hooke,core_force,1.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.13562707352731887,0.13583524854281373,1,core-force strong shape effect,True,8916df1819f3b7a18253a8295c27e6d531cf3e67a2378fa836a12986ccecb167,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\hooke__1_i01000.txt,stability_handoff\raw_xyz\mechforce__on.txt,stability_handoff\arclength300_xyz\mechforce__on.txt,329.979214700305,24.94772235323431,
hooke__2,hooke,core_force,2.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.13562707352731887,0.13583524854281373,1,core-force strong shape effect,False,90a10afd2042635e4a1e13787f45d3a1f7cff792117a6d8e4ffc0ae531bf9abb,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\hooke__2_i01000.txt,stability_handoff\raw_xyz\hooke__2.txt,stability_handoff\arclength300_xyz\hooke__2.txt,310.7154958263892,23.831656159981158,
hooke__4,hooke,core_force,4.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.13562707352731887,0.13583524854281373,1,core-force strong shape effect,False,0124323833de5c227050637dcb5789d4b3c215b588ef05fa8773ce2f48415a3b,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\hooke__4_i01000.txt,stability_handoff\raw_xyz\hooke__4.txt,stability_handoff\arclength300_xyz\hooke__4.txt,286.518947126275,22.316505800673152,
power__3,power,core_force,3.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.3780722277965835,0.37685312954045486,1,core-force strong shape effect,False,be3ba6b2c8b518eac6f44a667bd22db8be9b7d54faceff72891b764d1163ef4a,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\power__3_i01000.txt,stability_handoff\raw_xyz\power__3.txt,stability_handoff\arclength300_xyz\power__3.txt,477.9457577346419,32.87549273957024,
power__4,power,core_force,4.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.3780722277965835,0.37685312954045486,1,core-force strong shape effect,False,918e615db508c6b56077d65b9ab72852be5d832cd0f2cda0a0de8c3cba8aba10,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\power__4_i01000.txt,stability_handoff\raw_xyz\power__4.txt,stability_handoff\arclength300_xyz\power__4.txt,372.69765601821223,26.60206500820079,
power__5,power,core_force,5.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.3780722277965835,0.37685312954045486,1,core-force strong shape effect,True,8916df1819f3b7a18253a8295c27e6d531cf3e67a2378fa836a12986ccecb167,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\power__5_i01000.txt,stability_handoff\raw_xyz\mechforce__on.txt,stability_handoff\arclength300_xyz\mechforce__on.txt,329.979214700305,24.94772235323431,
power__6,power,core_force,6.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.3780722277965835,0.37685312954045486,1,core-force strong shape effect,False,39fca2e37779dd57d4ff10a9d7ed9090e20151ae39088fe0fb9fffbbd5b1893a,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\power__6_i01000.txt,stability_handoff\raw_xyz\power__6.txt,stability_handoff\arclength300_xyz\power__6.txt,310.61594120435393,23.831502870405114,
power__7,power,core_force,7.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.3780722277965835,0.37685312954045486,1,core-force strong shape effect,False,7f94351fd7237d9374c4e1baf35ef4e282e492797846a9ba7caeae6986f2b6ea,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\power__7_i01000.txt,stability_handoff\raw_xyz\power__7.txt,stability_handoff\arclength300_xyz\power__7.txt,300.86690353798423,23.252552669906976,
tinc__15,tinc,numerical,15.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.03172579847163999,0.03177806482691385,1,numerical robustness / pathway sensitivity,True,8916df1819f3b7a18253a8295c27e6d531cf3e67a2378fa836a12986ccecb167,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\tinc__15_i01000.txt,stability_handoff\raw_xyz\mechforce__on.txt,stability_handoff\arclength300_xyz\mechforce__on.txt,329.979214700305,24.94772235323431,
tinc__30,tinc,numerical,30.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.03172579847163999,0.03177806482691385,1,numerical robustness / pathway sensitivity,False,752a67b81af6840f0fe3b758a94cfea156506513fc088bbcdeb15fd2d93d3027,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\tinc__30_i01000.txt,stability_handoff\raw_xyz\tinc__30.txt,stability_handoff\arclength300_xyz\tinc__30.txt,333.8314220540867,25.170252961779124,
tinc__3p75,tinc,numerical,3.75,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.03172579847163999,0.03177806482691385,1,numerical robustness / pathway sensitivity,False,c97b6b066e0d8bfb7a3de9d48e0bff3fe41a41a458ae98cb4df7aef86de2e085,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\tinc__3p75_i01000.txt,stability_handoff\raw_xyz\tinc__3p75.txt,stability_handoff\arclength300_xyz\tinc__3p75.txt,323.3514686150554,24.551882138616367,
tinc__60,tinc,numerical,60.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.03172579847163999,0.03177806482691385,1,numerical robustness / pathway sensitivity,False,0146bf91409a52969a29d965009c7851b7c8ce9521928ea2a56dbee12ccd8ac0,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\tinc__60_i01000.txt,stability_handoff\raw_xyz\tinc__60.txt,stability_handoff\arclength300_xyz\tinc__60.txt,335.31246335194214,25.15760244747451,
tinc__7p5,tinc,numerical,7.5,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.03172579847163999,0.03177806482691385,1,numerical robustness / pathway sensitivity,False,ed39508e1e5b4f3023f9043fc5fd8ae8b1fbb0795b177969f4a70eca107d08f2,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\tinc__7p5_i01000.txt,stability_handoff\raw_xyz\tinc__7p5.txt,stability_handoff\arclength300_xyz\tinc__7p5.txt,326.0586352216438,24.718606314727317,
bencon__0p25,bencon,core_force,0.25,EFFECTIVE_WEAK,GEOMETRY_DOMINANT,3.776733022958096e-05,3.783431524087839e-05,4,weak shape effect,False,685b51a586d208507df5d4fd15804f8bc072e5f11dd982c855939a3138766347,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\bencon__0p25_i01000.txt,stability_handoff\raw_xyz\bencon__0p25.txt,stability_handoff\arclength300_xyz\bencon__0p25.txt,329.9792741087425,24.947729319464255,
bencon__0p5,bencon,core_force,0.5,EFFECTIVE_WEAK,GEOMETRY_DOMINANT,3.776733022958096e-05,3.783431524087839e-05,4,weak shape effect,False,3e05dcdb586d84a12c5e0565c170a0c550fa46ba07a078ab3bcff1a8febf9346,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\bencon__0p5_i01000.txt,stability_handoff\raw_xyz\bencon__0p5.txt,stability_handoff\arclength300_xyz\bencon__0p5.txt,329.9793343589864,24.947736351111885,
bencon__1,bencon,core_force,1.0,EFFECTIVE_WEAK,GEOMETRY_DOMINANT,3.776733022958096e-05,3.783431524087839e-05,4,weak shape effect,False,5ee3a4e39a509afbe88bd772b82100faffb0026458ca8d0b3cc2f1cf554302da,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\bencon__1_i01000.txt,stability_handoff\raw_xyz\bencon__1.txt,stability_handoff\arclength300_xyz\bencon__1.txt,329.9794602421399,24.947750856914087,
bencon__2,bencon,core_force,2.0,EFFECTIVE_WEAK,GEOMETRY_DOMINANT,3.776733022958096e-05,3.783431524087839e-05,4,weak shape effect,False,368d57f9ccd0abe807770585ce2d95f8a9a510dfc4a489b6909a7014a54ed010,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\bencon__2_i01000.txt,stability_handoff\raw_xyz\bencon__2.txt,stability_handoff\arclength300_xyz\bencon__2.txt,329.9797156357354,24.947780263189088,
bencon__4,bencon,core_force,4.0,EFFECTIVE_WEAK,GEOMETRY_DOMINANT,3.776733022958096e-05,3.783431524087839e-05,4,weak shape effect,False,e56142bb2fbd876c374c633921f961108941ee1205f66694e694a56fd55874c7,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\bencon__4_i01000.txt,stability_handoff\raw_xyz\bencon__4.txt,stability_handoff\arclength300_xyz\bencon__4.txt,329.9802794622865,24.947843672622298,
thermalforce__off,thermalforce,secondary_force,off,EFFECTIVE_MEDIUM,GEOMETRY_DOMINANT,0.0034338392774515758,0.003432806688327868,3,medium shape effect,True,8916df1819f3b7a18253a8295c27e6d531cf3e67a2378fa836a12986ccecb167,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\thermalforce__off_i01000.txt,stability_handoff\raw_xyz\mechforce__on.txt,stability_handoff\arclength300_xyz\mechforce__on.txt,329.979214700305,24.94772235323431,
thermalforce__on,thermalforce,secondary_force,on,EFFECTIVE_MEDIUM,GEOMETRY_DOMINANT,0.0034338392774515758,0.003432806688327868,3,medium shape effect,False,28aae01d5de8ede5b2c3c20d36b51e9a9e3bbb23621926177a6ad584cd2c879e,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\thermalforce__on_i01000.txt,stability_handoff\raw_xyz\thermalforce__on.txt,stability_handoff\arclength300_xyz\thermalforce__on.txt,330.20076532416726,24.95209611020202,
thfstrength__0p0025,thfstrength,secondary_force,0.0025,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.01327186051891933,0.012856568677248393,2,secondary strong shape effect,False,c2fffa28e9d743d9acb646fc164542f8cb2326d2ffd82a7f2c8bbcc0be81a181,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\thfstrength__0p0025_i01000.txt,stability_handoff\raw_xyz\thfstrength__0p0025.txt,stability_handoff\arclength300_xyz\thfstrength__0p0025.txt,329.9935261379079,24.947596882256036,
thfstrength__0p005,thfstrength,secondary_force,0.005,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.01327186051891933,0.012856568677248393,2,secondary strong shape effect,False,b577230533aa7a966fa3e1f4a239a868fd66b5abb7c4b1a90680246b2126e369,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\thfstrength__0p005_i01000.txt,stability_handoff\raw_xyz\thfstrength__0p005.txt,stability_handoff\arclength300_xyz\thfstrength__0p005.txt,330.00498927895023,24.945674287223216,
thfstrength__0p01,thfstrength,secondary_force,0.01,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.01327186051891933,0.012856568677248393,2,secondary strong shape effect,False,77dd4f2b809455ef04e350bec8673f4e0e83ec5c818371750b377832982cbcf2,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\thfstrength__0p01_i01000.txt,stability_handoff\raw_xyz\thfstrength__0p01.txt,stability_handoff\arclength300_xyz\thfstrength__0p01.txt,330.00409672201806,24.93750959861493,
thfstrength__0p02,thfstrength,secondary_force,0.02,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.01327186051891933,0.012856568677248393,2,secondary strong shape effect,False,0982b2843e906493669bb586fc6a7af9ca335c1cfc8929af2f389462b2744c52,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\thfstrength__0p02_i01000.txt,stability_handoff\raw_xyz\thfstrength__0p02.txt,stability_handoff\arclength300_xyz\thfstrength__0p02.txt,330.5168826252157,24.917949981994195,
thfstrength__0p04,thfstrength,secondary_force,0.04,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.01327186051891933,0.012856568677248393,2,secondary strong shape effect,False,f3d00cee43c14ea899bb261ef37e6f41d8ae94cd89344f538d04da4c6acfb66e,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\thfstrength__0p04_i01000.txt,stability_handoff\raw_xyz\thfstrength__0p04.txt,stability_handoff\arclength300_xyz\thfstrength__0p04.txt,331.36417788645724,24.9065596289412,
amechforce__off,amechforce,secondary_force,off,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.012590358983467121,0.012015330808181204,2,secondary strong shape effect,True,8916df1819f3b7a18253a8295c27e6d531cf3e67a2378fa836a12986ccecb167,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\amechforce__off_i01000.txt,stability_handoff\raw_xyz\mechforce__on.txt,stability_handoff\arclength300_xyz\mechforce__on.txt,329.979214700305,24.94772235323431,
amechforce__on,amechforce,secondary_force,on,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.012590358983467121,0.012015330808181204,2,secondary strong shape effect,False,d3cdf956211a9d30b552309544aa89aa7f975909d7b255e0cfc8757e52dbd686,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\amechforce__on_i01000.txt,stability_handoff\raw_xyz\amechforce__on.txt,stability_handoff\arclength300_xyz\amechforce__on.txt,336.4919291974609,25.14322939972835,
amfpower__1,amfpower,secondary_force,1.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.026010399916287643,0.025561382277105575,2,secondary strong shape effect,False,8ce97762b3d562cd81b35ede73eedfe07614befb044a1a80518536cf8d7c40b5,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\amfpower__1_i01000.txt,stability_handoff\raw_xyz\amfpower__1.txt,stability_handoff\arclength300_xyz\amfpower__1.txt,372.0985466430793,25.132862379827536,
amfpower__1p5,amfpower,secondary_force,1.5,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.026010399916287643,0.025561382277105575,2,secondary strong shape effect,False,bf236e1449e1175c06f3ca7a9ebb1fe9f95e4fd96bea81ce74075f7939024adf,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\amfpower__1p5_i01000.txt,stability_handoff\raw_xyz\amfpower__1p5.txt,stability_handoff\arclength300_xyz\amfpower__1p5.txt,343.8402987677218,25.17757923562165,
amfpower__2,amfpower,secondary_force,2.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.026010399916287643,0.025561382277105575,2,secondary strong shape effect,False,d3cdf956211a9d30b552309544aa89aa7f975909d7b255e0cfc8757e52dbd686,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\amfpower__2_i01000.txt,stability_handoff\raw_xyz\amechforce__on.txt,stability_handoff\arclength300_xyz\amechforce__on.txt,336.4919291974609,25.14322939972835,
amfpower__3,amfpower,secondary_force,3.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.026010399916287643,0.025561382277105575,2,secondary strong shape effect,False,1029f79091dee2845abb44f7b0e35dacedc002f0372c687baef4d4d5d6ea675c,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\amfpower__3_i01000.txt,stability_handoff\raw_xyz\amfpower__3.txt,stability_handoff\arclength300_xyz\amfpower__3.txt,331.9368139365977,25.033924021714785,
amfpower__4,amfpower,secondary_force,4.0,EFFECTIVE_STRONG,GEOMETRY_DOMINANT,0.026010399916287643,0.025561382277105575,2,secondary strong shape effect,False,9117cb9eebe319c1c940c43954114f1c2d84efa57900602f90ec6b89f07c6f0b,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\amfpower__4_i01000.txt,stability_handoff\raw_xyz\amfpower__4.txt,stability_handoff\arclength300_xyz\amfpower__4.txt,330.5759621189337,24.977281236840295,
tanforce__off,tanforce,secondary_force,off,EFFECTIVE_STRONG,MIXED_REPARAMETERIZATION_DOMINANT,0.043667576198020704,0.7610525522316824,2,secondary strong shape effect,True,8916df1819f3b7a18253a8295c27e6d531cf3e67a2378fa836a12986ccecb167,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\tanforce__off_i01000.txt,stability_handoff\raw_xyz\mechforce__on.txt,stability_handoff\arclength300_xyz\mechforce__on.txt,329.979214700305,24.94772235323431,
tanforce__on,tanforce,secondary_force,on,EFFECTIVE_STRONG,MIXED_REPARAMETERIZATION_DOMINANT,0.043667576198020704,0.7610525522316824,2,secondary strong shape effect,False,dfb2bced459e987a08cf8f8245bdf6e80807c2443df0e8654f2a3ceeb03c78a9,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\tanforce__on_i01000.txt,stability_handoff\raw_xyz\tanforce__on.txt,stability_handoff\arclength300_xyz\tanforce__on.txt,313.956402254874,24.01243522478696,
tanmag__0p025,tanmag,secondary_force,0.025,EFFECTIVE_STRONG,MIXED_REPARAMETERIZATION_DOMINANT,0.08598341181869912,0.9624096347704889,2,secondary strong shape effect,False,cd55c3880df2f6467084f9c3c451f4f13dbb0041557b4eff252dd8c362a3bfa1,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\tanmag__0p025_i01000.txt,stability_handoff\raw_xyz\tanmag__0p025.txt,stability_handoff\arclength300_xyz\tanmag__0p025.txt,325.60424346131225,24.706944700647618,
tanmag__0p05,tanmag,secondary_force,0.05,EFFECTIVE_STRONG,MIXED_REPARAMETERIZATION_DOMINANT,0.08598341181869912,0.9624096347704889,2,secondary strong shape effect,False,34df4acc0cd69d91dde2aee2a139bdcc4d3b9c2bfeb98e300b8e7639d7cfbf2c,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\tanmag__0p05_i01000.txt,stability_handoff\raw_xyz\tanmag__0p05.txt,stability_handoff\arclength300_xyz\tanmag__0p05.txt,321.4930303474846,24.47102687010032,
tanmag__0p1,tanmag,secondary_force,0.1,EFFECTIVE_STRONG,MIXED_REPARAMETERIZATION_DOMINANT,0.08598341181869912,0.9624096347704889,2,secondary strong shape effect,False,dfb2bced459e987a08cf8f8245bdf6e80807c2443df0e8654f2a3ceeb03c78a9,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\tanmag__0p1_i01000.txt,stability_handoff\raw_xyz\tanforce__on.txt,stability_handoff\arclength300_xyz\tanforce__on.txt,313.956402254874,24.01243522478696,
tanmag__0p2,tanmag,secondary_force,0.2,EFFECTIVE_STRONG,MIXED_REPARAMETERIZATION_DOMINANT,0.08598341181869912,0.9624096347704889,2,secondary strong shape effect,False,ee81c0e8488530aade439bbca070161e03f56102a68ff8cbfd708a3f76ca7279,C:\workspace\projects\SST-Workbench\KnotPlot\KnotPlot_3p1_Comprehensive_Dynamics_Parameter_Atlas_v0.3.0\out\extended\tanmag__0p2_i01000.txt,stability_handoff\raw_xyz\tanmag__0p2.txt,stability_handoff\arclength300_xyz\tanmag__0p2.txt,303.7184401267317,23.35117645245173,
